ID,WORD,LANG,DE,DE_LEN,DE_SILBEN,TR,TR_LEN,TR_SILBEN,KURZ_LEN,KURZ_SILBEN
3850,da,TR,In,2,1,da,2,1,TR/DE,TR/DE
3715,çıkaramadık,TR,wir konnten es nicht herausbekommen,35,6,çıkaramadık,11,5,TR,TR
3852,auch,DE,auch,4,1,Ayrıca,6,3,DE,DE
3852,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
3853,lan,TR,Verdammt,8,2,lan,3,1,TR,TR
3842,başla,TR,Start,5,1,başla,5,2,TR/DE,DE
3854,Mutter,DE,Mutter,6,2,Anne,4,2,TR,TR/DE
3851,çok,TR,Eine Menge,10,3,çok,3,1,TR,TR
3784,Tee,TR,T-Stück,7,2,Tee,3,1,TR,TR
3815,kompensan,MIXED,kompensatorisch,15,5,telafi edici,12,5,TR,TR/DE
3867,yok,TR,NEIN,4,1,yok,3,1,TR,TR/DE
3755,Naschen,DE,Naschen,7,2,Atıştırmalık,12,5,DE,DE
3873,du,DE,du,2,1,Sen,3,1,DE,TR/DE
3873,Azi,TR,Azi,3,2,Azi,3,2,TR/DE,TR/DE
3759,Naschen,DE,Naschen,7,2,Atıştırmalık,12,5,DE,DE
3892,falan,TR,wie,3,1,falan,5,2,DE,DE
3894,und,DE,und,3,1,Ve,2,1,TR,TR/DE
3857,Zehra,TR,Zehra,5,2,Zehra,5,2,TR/DE,TR/DE
3858,Zehra,TR,Zehra,5,2,Zehra,5,2,TR/DE,TR/DE
3830,bulabilirim,TR,Ich kann finden,15,2,bulabilirim,11,5,TR,DE
3899,de,TR,Auch,4,1,de,2,1,TR,TR/DE
3898,M,TR,M.,2,1,M,1,1,TR,TR/DE
3898,tiere,DE,tiere,5,2,hayvanlar,9,3,DE,DE
3900,gemacht,DE,gemacht,7,2,yapılmış,8,3,DE,DE
3830,Rose§lilerden,MIXED,Rose§lilerden,13,4,Güllülerden,11,4,TR,TR/DE
3894,Rod,LANG3,Stange,6,2,Çubuk,5,2,TR,TR/DE
3922,işte,TR,bei der Arbeit,14,2,işte,4,2,TR,TR/DE
3929,diye,TR,Sprichwort,10,2,diye,4,2,TR,TR/DE
3842,Szene§den,MIXED,Szene§den,9,2,Szene§den,9,2,TR/DE,TR/DE
3939,geben,DE,geben,5,2,vermek,6,2,DE,TR/DE
3870,yazmıyorum,TR,Ich schreibe nicht,18,2,yazmıyorum,10,4,TR,DE
3916,veririm,TR,Ich gebe,8,2,veririm,7,3,TR,DE
3859,Zehra,TR,Zehra,5,2,Zehra,5,2,TR/DE,TR/DE
3947,yapıyor,TR,tun,3,1,yapıyor,7,3,DE,DE
3950,yapıyor,TR,tun,3,1,yapıyor,7,3,DE,DE
3856,Zehra,TR,Zehra,5,2,Zehra,5,2,TR/DE,TR/DE
3951,falan,TR,wie,3,1,falan,5,2,DE,DE
3907,Laserdrucker,DE,Laserdrucker,12,4,Lazer yazıcı,12,4,TR/DE,TR/DE
3951,cart,LANG3,Warenkorb,9,3,araba,5,3,TR,TR/DE
3953,Siemens,DE,Siemens,7,2,Siemens,7,2,TR/DE,TR/DE
3900,Umay,TR,Umay,4,2,Umay,4,2,TR/DE,TR/DE
3951,Mann,DE,Mann,4,1,Adam,4,2,TR/DE,DE
3954,böyle,TR,so was,6,1,böyle,5,2,TR,DE
3954,"I""m",DE,"I""m",3,1,içinde,6,3,DE,DE
3947,Vormachen,DE,Vormachen,9,3,Göstermek,9,3,TR/DE,TR/DE
3946,seyrettim,TR,Ich habe zugesehen,18,4,seyrettim,9,3,TR,TR
3954,tam,TR,voll,4,1,tam,3,1,TR,TR/DE
3939,94,TR,94,2,1,94,2,1,TR/DE,TR/DE
3954,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
3944,Sonie,DE,Sonie,5,2,Sonya,5,2,TR/DE,TR/DE
3892,Sting'le,MIXED,Sting'le,8,1,Sting'le,8,1,TR/DE,TR/DE
3951,Mr.Sonic,LANG3,Herr Sonic,10,2,Bay Sonic,9,2,TR,TR/DE
3977,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
3983,de,TR,Auch,4,1,de,2,1,TR,TR/DE
3983,was,DE,was,3,1,Ne,2,1,TR,TR/DE
4000,ab,TR,eu,2,1,ab,2,1,TR/DE,TR/DE
4007,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
4021,ich,DE,ich,3,1,BEN,3,1,TR/DE,TR/DE
4025,lan,TR,Verdammt,8,2,lan,3,1,TR,TR
4025,Azi,TR,Azi,3,2,Azi,3,2,TR/DE,TR/DE
4029,lan,TR,Verdammt,8,2,lan,3,1,TR,TR
4032,lan,TR,Verdammt,8,2,lan,3,1,TR,TR
4032,Azi,TR,Azi,3,2,Azi,3,2,TR/DE,TR/DE
4034,yapacaksın,TR,Du wirst,8,1,yapacaksın,10,4,DE,DE
3954,Tussi,LANG3,Husten,6,2,Öksürük,7,3,DE,DE
4035,aldım,TR,Ich habe gekauft,16,3,aldım,5,2,TR,TR
4040,nicht,DE,nicht,5,1,Olumsuz,7,3,DE,DE
3958,benzeri,TR,ähnlich,7,2,benzeri,7,3,TR/DE,DE
4047,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
3970,Ja,DE,Ja,2,1,Evet,4,2,DE,DE
4046,yazmışım,TR,Ich habe geschrieben,20,4,yazmışım,8,3,TR,TR
4047,dort,DE,dort,4,1,Orası,5,3,DE,DE
3958,Michael,LANG3,Michael,7,2,Michael,7,2,TR/DE,TR/DE
4048,mu,TR,Ist es,6,1,mu,2,1,TR,TR/DE
4055,lan,TR,Verdammt,8,2,lan,3,1,TR,TR
4048,don't,DE,don't,5,1,yapma,5,2,TR/DE,DE
3954,Mr.Sonic,LANG3,Herr Sonic,10,2,Bay Sonic,9,2,TR,TR/DE
4064,Azi,TR,Azi,3,2,Azi,3,2,TR/DE,TR/DE
3954,bla,LANG3,bla,3,1,falan,5,2,DE,DE
3954,Mr.Conik,DE,Mr.Conik,8,2,Bay Conik,9,2,DE,TR/DE
4048,know,LANG3,wissen,6,2,Bilmek,6,2,TR/DE,TR/DE
3954,Conik,DE,Conik,5,2,Konik,5,2,TR/DE,TR/DE
4056,telefonu,TR,Telefon,7,3,telefonu,8,4,DE,DE
4095,Koray,TR,Koray,5,2,Koray,5,2,TR/DE,TR/DE
3908,Printer'da,MIXED,Drucker'da,10,2,Yazıcıda,8,4,TR,DE
4107,Ich,DE,Ich,3,1,BEN,3,1,TR/DE,TR/DE
4115,lan,TR,Verdammt,8,2,lan,3,1,TR,TR
4085,bayağı,TR,hübsch,6,1,bayağı,6,3,TR/DE,DE
4097,desen,TR,Muster,6,2,desen,5,2,TR,TR/DE
4126,lan,TR,Verdammt,8,2,lan,3,1,TR,TR
4095,My,DE,My,2,1,Benim,5,2,DE,DE
4129,da,TR,In,2,1,da,2,1,TR/DE,TR/DE
4122,dörde,TR,bis vier,8,1,dörde,5,2,TR,DE
4093,name,LANG3,Name,4,2,isim,4,2,TR/DE,TR/DE
4068,Paradise,LANG3,Paradies,8,3,Cennet,6,2,TR,TR
4047,know,LANG3,wissen,6,2,Bilmek,6,2,TR/DE,TR/DE
4146,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
4136,dergisi,TR,Magazin,7,3,dergisi,7,3,TR/DE,TR/DE
4147,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
4149,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4140,ilgili,TR,im Zusammenhang mit,19,4,ilgili,6,3,TR,TR
4154,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
4155,diyorum,TR,Ich sage,8,2,diyorum,7,3,TR,DE
4160,ich,DE,ich,3,1,BEN,3,1,TR/DE,TR/DE
4147,to,LANG3,Zu,2,1,ile,3,2,DE,DE
4143,shy,DE,shy,3,1,utangaç,7,3,DE,DE
4174,jede,DE,jede,4,2,Her,3,1,TR,TR
4035,Umay’dan,MIXED,Umay'dan,8,2,Umay'dan,8,2,TR/DE,TR/DE
4056,Arenanın,MIXED,der Arena,9,3,arenanın,8,4,TR,DE
4178,yapacaksın,TR,Du wirst,8,1,yapacaksın,10,4,DE,DE
4181,bulaşık,TR,Abwaschen,9,3,bulaşık,7,3,TR,TR/DE
4174,gidiyordum,TR,Ich wollte gehen,16,2,gidiyordum,10,4,TR,DE
4183,und,DE,und,3,1,Ve,2,1,TR,TR/DE
4084,friend,TR,Freund,6,1,friend,6,1,TR/DE,TR/DE
4177,im,DE,im,2,1,içinde,6,3,DE,DE
4143,alive,TR,lebendig,8,3,alive,5,3,TR,TR/DE
4187,yakın,TR,schließen,9,2,yakın,5,2,TR,TR/DE
4183,yaparsın,TR,du tust,7,1,yaparsın,8,3,DE,DE
4185,ezmek,TR,zerquetschen,12,3,ezmek,5,2,TR,TR
4193,oldu,TR,passiert,8,2,oldu,4,2,TR,TR/DE
4194,benim,TR,Meins,5,1,benim,5,2,TR/DE,DE
4184,grösser,DE,grösser,7,2,daha büyük,10,3,DE,DE
4189,nur,DE,nur,3,1,sadece,6,3,DE,DE
4211,biz,TR,Wir,3,1,biz,3,1,TR/DE,TR/DE
4213,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
4221,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
4154,Heaves,LANG3,Hebt,4,1,Yükselmeler,11,4,DE,DE
4172,kayın§sohn,MIXED,kayın§sohn,10,1,kayın§sohn,10,2,TR/DE,DE
4193,gebrochen,DE,gebrochen,9,3,kırık,5,2,TR,TR
4124,buçukta,TR,um halb drei,12,1,buçukta,7,3,TR,DE
4247,Eis,DE,Eis,3,1,Buz,3,1,TR/DE,TR/DE
4174,Hollanda’ya,MIXED,in die Niederlande,18,4,Hollanda’ya,11,3,TR,TR
4247,alın,TR,Stirn,5,1,alın,4,2,TR,DE
4246,gideceğiz,TR,wir werden gehen,16,2,gideceğiz,9,4,TR,DE
4249,Eis,DE,Eis,3,1,Buz,3,1,TR/DE,TR/DE
4249,alır,TR,dauert,6,1,alır,4,2,TR,DE
4248,gideriz,TR,wir gehen,9,1,gideriz,7,3,TR,DE
4211,Orçun’la,MIXED,mit Orçun,9,2,Orçun’la,8,2,TR,TR/DE
4213,Orçun,MIXED,Orçun,5,2,Orçun,5,2,TR/DE,TR/DE
4247,gelirsiniz,TR,Du kommst,9,1,gelirsiniz,10,4,DE,DE
4265,yapıyor,TR,tun,3,1,yapıyor,7,3,DE,DE
4258,öğrendin,TR,Du hast gelernt,15,2,öğrendin,8,3,TR,DE
4264,Cafe,DE,Cafe,4,2,kafe,4,2,TR/DE,TR/DE
4271,yapıyor,TR,tun,3,1,yapıyor,7,3,DE,DE
4129,Mahnttan,MIXED,Mahnttan,8,2,Mahnttan,8,2,TR/DE,TR/DE
4188,komm§iyorum,MIXED,komm§iyorum,11,2,kommşiyorum,11,4,TR/DE,DE
4260,Levi's,LANG3,Levi's,6,2,Levi's,6,2,TR/DE,TR/DE
4373,de,TR,Auch,4,1,de,2,1,TR,TR/DE
4271,passen,DE,passen,6,2,yerleştirmek,12,4,DE,DE
4394,elli,TR,fünfzig,7,2,elli,4,2,TR,TR/DE
4330,yap,TR,Tun,3,1,yap,3,1,TR/DE,TR/DE
4394,dükkan,TR,Geschäft,8,2,dükkan,6,2,TR,TR/DE
4367,yeşil,TR,Grün,4,1,yeşil,5,2,DE,DE
4395,gekauft,DE,gekauft,7,2,satın alınmış,13,4,DE,DE
4269,Orçun,TR,Orçun,5,2,Orçun,5,2,TR/DE,TR/DE
4402,mu,TR,Ist es,6,1,mu,2,1,TR,TR/DE
4395,Pudding,LANG3,Pudding,7,2,Puding,6,2,TR,TR/DE
4407,şey,TR,Ding,4,1,şey,3,1,TR,TR/DE
4397,Pudding,LANG3,Pudding,7,2,Puding,6,2,TR,TR/DE
4397,siyah,TR,Schwarz,7,1,siyah,5,2,TR,DE
4262,Benetton,TR,Benetton,8,3,Benetton,8,3,TR/DE,TR/DE
4414,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4415,böyle,TR,so was,6,1,böyle,5,2,TR,DE
4411,mit,DE,mit,3,1,ile,3,2,TR/DE,DE
4411,Karamel,TR,Karamell,8,3,Karamel,7,3,TR,TR/DE
4417,gibts,DE,gibts,5,1,orada,5,3,TR/DE,DE
4438,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
4247,Stadt§tan,MIXED,Stadt§tan,9,1,Şehirstan,9,3,TR/DE,DE
4246,Stadt§tan,MIXED,Stadt§tan,9,1,Şehirstan,9,3,TR/DE,DE
4248,Stadt§tan,MIXED,Stadt§tan,9,1,Şehirstan,9,3,TR/DE,DE
4445,in,DE,in,2,1,içinde,6,3,DE,DE
4412,Karamel,TR,Karamell,8,3,Karamel,7,3,TR,TR/DE
4422,gibts,DE,gibts,5,1,orada,5,3,TR/DE,DE
4423,würdest,DE,würdest,7,2,istemek,7,3,TR/DE,DE
4447,fosfor,TR,Phosphor,8,2,fosfor,6,2,TR,TR/DE
4438,Puff,DE,Puff,4,1,puf,3,1,TR,TR/DE
4452,oder,DE,oder,4,2,veya,4,2,TR/DE,TR/DE
4438,diyorlar,TR,sagen sie,9,2,diyorlar,8,3,TR,DE
4456,gibt,DE,gibt,4,1,verir,5,2,DE,DE
4449,Mc,LANG3,Mc,2,1,Mc,2,1,TR/DE,TR/DE
4461,und,DE,und,3,1,Ve,2,1,TR,TR/DE
4451,epey,TR,ganz,4,1,epey,4,2,TR/DE,DE
4394,gekauft,DE,gekauft,7,2,satın alınmış,13,4,DE,DE
4461,Migros,TR,Migros,6,2,Migros,6,2,TR/DE,TR/DE
4467,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4469,bilmem,TR,Ich weiß nicht,14,1,bilmem,6,2,TR,DE
4471,mı,TR,Ist es,6,1,mı,2,1,TR,TR/DE
4451,Mc,LANG3,Mc,2,1,Mc,2,1,TR/DE,TR/DE
4471,mı,TR,Ist es,6,1,mı,2,1,TR,TR/DE
4472,Mc,LANG3,Mc,2,1,Mc,2,1,TR/DE,TR/DE
4480,gibt,DE,gibt,4,1,verir,5,2,DE,DE
4481,kennst,DE,kennst,6,1,Bilmek,6,2,TR/DE,DE
4407,Einkaufen§da,MIXED,Einkaufen§da,12,3,Einkaufen§da,12,3,TR/DE,TR/DE
4373,Wetter§e,MIXED,Wetter§e,8,2,Wetter§e,8,2,TR/DE,TR/DE
4483,aber,DE,aber,4,2,Ancak,5,2,DE,TR/DE
4488,da,TR,In,2,1,da,2,1,TR/DE,TR/DE
4491,yapıyorsunuz,TR,Du tust,7,1,yapıyorsunuz,12,5,DE,DE
4505,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4513,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4515,Murat,TR,murat,5,2,Murat,5,2,TR/DE,TR/DE
4531,Murat,TR,murat,5,2,Murat,5,2,TR/DE,TR/DE
4557,vier,TR,vier,4,1,vier,4,1,TR/DE,TR/DE
4558,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4465,hamburgerin,MIXED,hamburgerin,11,4,hamburger,9,3,TR,TR
4560,vier,DE,vier,4,1,dört,4,1,TR/DE,TR/DE
4465,arasına,TR,zwischen,8,2,arasına,7,4,TR,DE
4562,vier,DE,vier,4,1,dört,4,1,TR/DE,TR/DE
4561,birden,TR,plötzlich,9,2,birden,6,2,TR,TR/DE
4570,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4558,drei,DE,drei,4,1,üç,2,1,TR,TR/DE
4563,den,TR,aus,3,1,den,3,1,TR/DE,TR/DE
4577,und,DE,und,3,1,Ve,2,1,TR,TR/DE
4577,kurallı,TR,regulär,7,3,kurallı,7,3,TR/DE,TR/DE
4483,D.,TR,D.,2,1,D.,2,1,TR/DE,TR/DE
4570,Umwandlung,DE,Umwandlung,10,3,dönüşüm,7,3,TR,TR/DE
4444,Pommes,TR,Pommes,6,2,Pommes,6,2,TR/DE,TR/DE
4458,D,TR,D.,2,1,D,1,1,TR,TR/DE
4634,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4634,haben,DE,haben,5,2,sahip olmak,11,3,DE,DE
4639,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4579,kuralsız,TR,irregulär,9,4,kuralsız,8,3,TR,TR
4599,Cemal,TR,Jamal,5,2,Cemal,5,2,TR/DE,TR/DE
4664,Murat,TR,murat,5,2,Murat,5,2,TR/DE,TR/DE
4624,Bilder,DE,Bilder,6,2,Resimler,8,3,DE,DE
4577,kuralsız,TR,irregulär,9,4,kuralsız,8,3,TR,TR
4672,bisschen,DE,bisschen,8,2,biraz,5,2,TR,TR/DE
4664,schon,DE,schon,5,1,çoktan,6,2,DE,DE
4580,Verbform,DE,Verbform,8,2,fiil formu,10,2,DE,TR/DE
4674,Ferien,DE,Ferien,6,2,Tatiller,8,3,DE,DE
4694,falan,TR,wie,3,1,falan,5,2,DE,DE
4712,ganz,DE,ganz,4,1,epeyce,6,3,DE,DE
4712,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4675,Ferien,DE,Ferien,6,2,Tatiller,8,3,DE,DE
4736,Cemal,TR,Jamal,5,2,Cemal,5,2,TR/DE,TR/DE
4748,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4756,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4471,Blaubart,DE,Blaubart,8,2,Mavi Sakal,10,3,DE,DE
4483,Mc.,LANG3,Mc.,3,1,Mc.,3,1,TR/DE,TR/DE
4452,Fischmac,MIXED,Fischmac,8,2,Balık makarna,13,4,DE,DE
4462,Fichmac,TR,fichmac,7,2,Fichmac,7,2,TR/DE,TR/DE
4715,ey',TR,Artikel',8,3,ey',3,1,TR,TR
4811,hab',DE,hab',4,1,sahip olmak',12,3,DE,DE
4770,torun,TR,Enkel,5,2,torun,5,2,TR/DE,TR/DE
4832,und,DE,und,3,1,Ve,2,1,TR,TR/DE
4843,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4850,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4866,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
4871,D.,TR,D.,2,1,D.,2,1,TR/DE,TR/DE
4819,Kinder,DE,Kinder,6,2,Çocuklar,8,3,DE,DE
4875,nen,TR,nen,3,1,nen,3,1,TR/DE,TR/DE
4832,heyecanlı,TR,aufgeregt,9,3,heyecanlı,9,4,TR/DE,DE
4788,tanımak,TR,zu erkennen,11,3,tanımak,7,3,TR,TR/DE
4757,işten,TR,von der Arbeit,14,2,işten,5,2,TR,TR/DE
4878,kira,TR,mieten,6,2,kira,4,2,TR,TR/DE
4675,Oster,TR,Oster,5,2,Oster,5,2,TR/DE,TR/DE
4674,Oster,TR,Oster,5,2,Oster,5,2,TR/DE,TR/DE
4875,festen,DE,festen,6,2,sabit,5,2,TR,TR/DE
4890,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4871,mußt,DE,mußt,4,1,mutlak,6,2,DE,DE
4891,dediğim,TR,was ich gesagt habe,19,3,dediğim,7,3,TR,TR/DE
4892,und,DE,und,3,1,Ve,2,1,TR,TR/DE
4892,falan,TR,wie,3,1,falan,5,2,DE,DE
4816,gib',DE,gib',4,1,vermek,6,2,DE,DE
4889,durch,DE,durch,5,1,başından sonuna kadar,21,6,DE,DE
4891,Freund,DE,Freund,6,1,Arkadaş,7,3,DE,DE
4893,falan,TR,wie,3,1,falan,5,2,DE,DE
4893,Türkiye,TR,Türkei,6,2,Türkiye,7,3,DE,DE
4901,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4901,für,DE,für,3,1,için,4,2,DE,DE
4903,benim,TR,Meins,5,1,benim,5,2,TR/DE,DE
4904,ich,DE,ich,3,1,BEN,3,1,TR/DE,TR/DE
4893,geldi,TR,kam,3,1,geldi,5,2,DE,DE
4904,oldu,TR,passiert,8,2,oldu,4,2,TR,TR/DE
4906,dediğin,TR,was du gesagt hast,18,2,dediğin,7,3,TR,DE
4914,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4878,Milyon,DE,Milyon,6,2,Milyon,6,2,TR/DE,TR/DE
4643,bavuls,MIXED,bavul,5,2,bavul,5,2,TR/DE,TR/DE
4643,bavuls,MIXED,bavul,5,2,bavul,5,2,TR/DE,TR/DE
4925,yapardı,TR,würde tun,9,2,yapardı,7,3,TR,DE
4928,yapıp,TR,Tun,3,1,yapıp,5,2,DE,DE
4953,daha,TR,mehr,4,1,daha,4,2,TR/DE,DE
4884,der,TR,sagt,4,1,der,3,1,TR,TR/DE
4959,geldim,TR,Ich bin hier,12,1,geldim,6,2,TR,DE
4973,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
4973,Idee,DE,Idee,4,2,fikir,5,2,DE,TR/DE
4975,Gökçeada,TR,Gokceada,8,3,Gökçeada,8,3,TR/DE,TR/DE
4889,ihn,TR,ihn,3,1,ihn,3,1,TR/DE,TR/DE
4977,nicht,DE,nicht,5,1,Olumsuz,7,3,DE,DE
4977,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4977,falan,TR,wie,3,1,falan,5,2,DE,DE
4985,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
4988,oder,DE,oder,4,2,veya,4,2,TR/DE,TR/DE
5002,Cemal,TR,Jamal,5,2,Cemal,5,2,TR/DE,TR/DE
5005,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
5013,Cemal,TR,Jamal,5,2,Cemal,5,2,TR/DE,TR/DE
5018,böyle,TR,so was,6,1,böyle,5,2,TR,DE
5032,falan,TR,wie,3,1,falan,5,2,DE,DE
4879,Korrespondent§i,MIXED,Korrespondent§i,15,4,Muhabir§i,9,3,TR,TR
4893,Korrespondent§i,MIXED,Korrespondent§i,15,4,Muhabir§i,9,3,TR,TR
5042,olacak,TR,wird sein,9,1,olacak,6,3,TR,DE
5050,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
5053,bile,TR,sogar,5,2,bile,4,2,TR,TR/DE
4904,Diplom-Ingenieur,DE,Diplom-Ingenieur,16,5,Lisansüstü mühendis,19,6,DE,DE
4928,Breakdance,MIXED,Breakdance,10,3,Break dansı,11,2,DE,TR
4953,Deutschland§a,MIXED,Deutschland§a,13,2,Deutschland§a,13,2,TR/DE,TR/DE
5069,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
5075,da,DE,da,2,1,Orası,5,3,DE,DE
5081,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
4925,Breakdance,MIXED,Breakdance,10,3,Break dansı,11,2,DE,TR
5058,yatılı,TR,Einsteigen,10,3,yatılı,6,3,TR,TR/DE
5104,falan,TR,wie,3,1,falan,5,2,DE,DE
5109,was,DE,was,3,1,Ne,2,1,TR,TR/DE
5042,alles,DE,alles,5,2,her şey,7,1,DE,TR
5128,du,DE,du,2,1,Sen,3,1,DE,TR/DE
5129,die,DE,die,3,1,the,3,1,TR/DE,TR/DE
5130,und,DE,und,3,1,Ve,2,1,TR,TR/DE
5130,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
5059,Kaçta,TR,Wie viel Uhr?,13,1,Kaçta,5,2,TR,DE
5131,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
5133,ama,TR,Aber,4,2,ama,3,2,TR,TR/DE
5084,hast,DE,hast,4,1,sahip olmak,11,3,DE,DE
5138,gibi,TR,wie,3,1,gibi,4,2,DE,DE
5084,hani,TR,Wo,2,1,hani,4,2,DE,DE
5131,nach,DE,nach,4,1,sonrasında,10,4,DE,DE
5110,dolaş,TR,herumwandern,12,4,dolaş,5,2,TR,TR
5171,mit,DE,mit,3,1,ile,3,2,TR/DE,DE
5135,kesinlikle,TR,Definitiv,9,4,kesinlikle,10,4,DE,TR/DE
5176,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
5151,TR,DE,TR,2,1,TR,2,1,TR/DE,TR/DE
5176,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
5053,uzunlamasına,TR,längs,5,1,uzunlamasına,12,6,DE,DE
5178,Roboter,DE,Roboter,7,3,robot,5,2,TR,TR
4959,92'de,MIXED,92' von,7,1,92'lik,6,1,TR,TR/DE
5034,Beyoğlu,TR,Beyoglu,7,2,Beyoğlu,7,3,TR/DE,DE
5176,materialisiert,DE,materialisiert,14,5,maddeleşmiş,11,4,TR,TR
5163,alsın,TR,Nimm es,7,1,alsın,5,2,TR,DE
5183,kirk,TR,vierzig,7,2,kirk,4,1,TR,TR
5183,mäßig,DE,mäßig,5,2,ılıman,6,3,DE,DE
5188,falan,TR,wie,3,1,falan,5,2,DE,DE
5185,benziyor,TR,sieht aus wie,13,1,benziyor,8,3,TR,DE
5190,weißt,DE,weißt,5,1,Bilmek,6,2,DE,DE
5183,Action,LANG3,Aktion,6,2,Aksiyon,7,3,DE,DE
4977,Gökçeada’ya,TR,nach Gökçeada,13,3,Gökçeada’ya,11,3,TR,TR/DE
5204,ya,TR,entweder,8,3,ya,2,1,TR,TR
5176,materialisiert,DE,materialisiert,14,5,maddeleşmiş,11,4,TR,TR
4893,ARDnin,MIXED,ARDn,4,1,ARDn,4,1,TR/DE,TR/DE
5224,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
5229,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
5230,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
5190,dramen,TR,Drama,5,2,dramen,6,2,DE,TR/DE
5234,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
5193,voll,DE,voll,4,1,tam dolu,8,2,DE,DE
5206,yapıyorsun,TR,Du tust,7,1,yapıyorsun,10,4,DE,DE
5239,der,DE,der,3,1,the,3,1,TR/DE,TR/DE
5235,meinen,DE,meinen,6,2,Anlam,5,2,TR,TR/DE
5185,Dallas'a,MIXED,Dallas,6,2,Dallas'a,8,2,DE,TR/DE
5264,kör,TR,blind,5,1,kör,3,1,TR,TR/DE
5266,falan,TR,wie,3,1,falan,5,2,DE,DE
5257,sein,DE,sein,4,1,olmak,5,2,DE,DE
5171,Beyker,TR,Beyker,6,2,Beyker,6,2,TR/DE,TR/DE
5235,bakıyor,TR,suchen,6,2,bakıyor,7,3,DE,DE
5188,Dallas,LANG3,Dallas,6,2,dallas,6,2,TR/DE,TR/DE
5270,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
5270,Kassette,DE,Kassette,8,3,kaset,5,2,TR,TR
5272,und,DE,und,3,1,Ve,2,1,TR,TR/DE
5182,derne,TR,zum Verein,10,2,derne,5,2,TR,TR/DE
5206,einprogrammieren,DE,einprogrammieren,16,5,programda,9,3,TR,TR
5234,Gitter,DE,Gitter,6,2,Izgara,6,3,TR/DE,DE
5274,de,TR,Auch,4,1,de,2,1,TR,TR/DE
5268,gösteriyor,TR,zeigt,5,1,gösteriyor,10,4,DE,DE
5274,Kelly,LANG3,Kelly,5,2,Kelly'nin,9,1,DE,TR
5285,oynuyor,TR,spielen,7,2,oynuyor,7,3,TR/DE,DE
5291,Kelly,LANG3,Kelly,5,2,Kelly'nin,9,1,DE,TR
5291,dedi,TR,sagte er,8,2,dedi,4,2,TR,TR/DE
5292,falan,TR,wie,3,1,falan,5,2,DE,DE
5298,auch,DE,auch,4,1,Ayrıca,6,3,DE,DE
5305,Kelly,LANG3,Kelly,5,2,Kelly'nin,9,1,DE,TR
5268,Kelly,LANG3,Kelly,5,2,Kelly'nin,9,1,DE,TR
5203,Holeceks,TR,Holeceks,8,3,Holeceks,8,3,TR/DE,TR/DE
5311,diyor,TR,sagt,4,1,diyor,5,2,DE,DE
5272,Kelly,LANG3,Kelly,5,2,Kelly'nin,9,1,DE,TR
5314,ist,DE,ist,3,1,öyle,4,2,DE,DE
